timestamp, index, power.draw [W], temperature.gpu, clocks.current.sm [MHz], clocks.current.memory [MHz], utilization.gpu [%], utilization.memory [%]
2026/06/11 04:58:31.897, 6, 78.32 W, 35, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:31.897, 7, 77.43 W, 31, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:32.897, 0, 77.99 W, 36, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:32.897, 1, 78.98 W, 31, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:32.897, 2, 76.07 W, 34, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:32.897, 3, 76.43 W, 32, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:32.897, 4, 79.16 W, 34, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:32.897, 5, 78.39 W, 31, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:32.897, 6, 77.23 W, 35, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:32.897, 7, 77.45 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:33.897, 0, 77.91 W, 35, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:33.897, 1, 79.00 W, 31, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:33.897, 2, 76.44 W, 34, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:33.898, 3, 76.40 W, 32, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:33.898, 4, 79.25 W, 34, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:33.898, 5, 78.44 W, 31, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:33.898, 6, 77.17 W, 35, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:33.898, 7, 77.42 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:34.898, 0, 77.83 W, 35, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:34.898, 1, 78.86 W, 31, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:34.898, 2, 76.67 W, 34, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:34.898, 3, 76.39 W, 32, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:34.898, 4, 79.18 W, 34, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:34.898, 5, 78.41 W, 31, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:34.898, 6, 77.11 W, 35, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:34.898, 7, 77.35 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:35.898, 0, 77.87 W, 35, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:35.898, 1, 78.86 W, 31, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:35.898, 2, 76.63 W, 33, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:35.898, 3, 76.36 W, 32, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:35.898, 4, 79.24 W, 34, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:35.898, 5, 78.45 W, 31, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:35.898, 6, 77.08 W, 34, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:35.898, 7, 77.42 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:36.898, 0, 77.85 W, 35, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:36.898, 1, 78.87 W, 31, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:36.898, 2, 76.58 W, 33, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:36.898, 3, 76.39 W, 32, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:36.898, 4, 79.19 W, 34, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:36.898, 5, 78.36 W, 31, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:36.898, 6, 77.09 W, 34, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:36.898, 7, 77.38 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:37.898, 0, 77.90 W, 35, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:37.898, 1, 78.85 W, 31, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:37.898, 2, 76.57 W, 33, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:37.898, 3, 76.38 W, 31, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:37.898, 4, 79.18 W, 34, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:37.899, 5, 78.35 W, 31, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:37.899, 6, 77.10 W, 34, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:37.899, 7, 77.40 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:38.899, 0, 77.83 W, 35, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:38.899, 1, 78.89 W, 31, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:38.899, 2, 76.58 W, 33, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:38.899, 3, 76.36 W, 31, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:38.899, 4, 79.11 W, 34, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:38.899, 5, 78.32 W, 31, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:38.899, 6, 77.08 W, 34, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:38.899, 7, 77.37 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:39.899, 0, 77.80 W, 35, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:39.899, 1, 78.89 W, 31, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:39.899, 2, 76.53 W, 33, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:39.899, 3, 76.36 W, 31, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:39.899, 4, 79.12 W, 34, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:39.899, 5, 78.36 W, 31, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:39.899, 6, 77.00 W, 34, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:39.899, 7, 77.35 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:40.899, 0, 77.78 W, 35, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:40.899, 1, 78.87 W, 31, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:40.899, 2, 76.55 W, 33, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:40.899, 3, 76.32 W, 31, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:40.899, 4, 79.12 W, 34, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:40.899, 5, 78.37 W, 31, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:40.899, 6, 76.96 W, 34, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:40.899, 7, 77.29 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:41.899, 0, 77.79 W, 35, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:41.899, 1, 78.83 W, 31, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:41.899, 2, 76.54 W, 33, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:41.900, 3, 76.30 W, 31, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:41.900, 4, 79.06 W, 34, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:41.900, 5, 78.38 W, 31, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:41.900, 6, 76.93 W, 34, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:41.900, 7, 77.36 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:42.900, 0, 77.74 W, 35, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:42.900, 1, 78.82 W, 31, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:42.900, 2, 76.52 W, 33, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:42.900, 3, 76.32 W, 31, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:42.900, 4, 79.10 W, 34, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:42.900, 5, 78.33 W, 31, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:42.900, 6, 76.96 W, 34, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:42.900, 7, 77.36 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:43.900, 0, 77.77 W, 35, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:43.900, 1, 78.80 W, 31, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:43.900, 2, 76.50 W, 33, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:43.900, 3, 76.33 W, 31, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:43.900, 4, 79.01 W, 34, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:43.900, 5, 78.30 W, 31, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:43.900, 6, 77.00 W, 34, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:43.900, 7, 77.33 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:44.900, 0, 77.69 W, 35, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:44.900, 1, 78.84 W, 31, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:44.900, 2, 76.41 W, 33, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:44.900, 3, 76.32 W, 31, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:44.900, 4, 79.02 W, 34, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:44.900, 5, 78.30 W, 31, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:44.900, 6, 76.99 W, 34, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:44.900, 7, 77.33 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:45.900, 0, 77.61 W, 35, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:45.901, 1, 78.80 W, 31, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:45.901, 2, 76.43 W, 33, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:45.901, 3, 76.32 W, 31, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:45.901, 4, 79.00 W, 34, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:45.901, 5, 78.33 W, 31, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:45.901, 6, 76.89 W, 34, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:45.901, 7, 77.30 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:46.901, 0, 77.64 W, 35, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:46.901, 1, 78.81 W, 31, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:46.901, 2, 76.40 W, 33, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:46.901, 3, 76.24 W, 31, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:46.901, 4, 79.01 W, 34, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:46.901, 5, 78.33 W, 31, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:46.901, 6, 76.89 W, 34, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:46.901, 7, 77.27 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:47.901, 0, 77.60 W, 35, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:47.901, 1, 78.80 W, 31, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:47.901, 2, 76.42 W, 33, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:47.901, 3, 76.24 W, 31, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:47.901, 4, 78.98 W, 34, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:47.901, 5, 78.29 W, 31, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:47.901, 6, 76.83 W, 34, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:47.901, 7, 77.26 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:48.901, 0, 77.68 W, 35, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:48.901, 1, 78.74 W, 31, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:48.901, 2, 76.38 W, 33, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:48.901, 3, 76.26 W, 31, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:58:48.901, 4, 79.03 W, 34, 345 MHz, 3201 MHz, 0 %, 0 %
