timestamp, index, power.draw [W], temperature.gpu, clocks.current.sm [MHz], clocks.current.memory [MHz], utilization.gpu [%], utilization.memory [%]
2026/06/11 04:05:25.988, 0, 75.90 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:05:25.993, 1, 76.05 W, 27, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:05:25.995, 2, 76.84 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:05:25.998, 3, 74.98 W, 27, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:05:26.001, 4, 76.50 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:05:26.004, 5, 76.68 W, 28, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:05:26.006, 6, 76.06 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:05:26.009, 7, 76.10 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:05:27.012, 0, 75.92 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:05:27.012, 1, 75.97 W, 27, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:05:27.012, 2, 76.86 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:05:27.012, 3, 74.98 W, 27, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:05:27.012, 4, 76.56 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:05:27.012, 5, 76.72 W, 28, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:05:27.012, 6, 76.06 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:05:27.012, 7, 76.09 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:05:28.012, 0, 75.93 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:05:28.012, 1, 75.93 W, 27, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:05:28.012, 2, 76.61 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:05:28.012, 3, 74.96 W, 27, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:05:28.012, 4, 76.46 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:05:28.012, 5, 76.78 W, 28, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:05:28.012, 6, 76.08 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:05:28.012, 7, 76.09 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:05:29.012, 0, 75.97 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:05:29.012, 1, 75.97 W, 27, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:05:29.012, 2, 76.88 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:05:29.012, 3, 74.98 W, 27, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:05:29.012, 4, 76.53 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:05:29.012, 5, 76.73 W, 28, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:05:29.012, 6, 76.04 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:05:29.012, 7, 76.07 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:05:30.013, 0, 75.87 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:05:30.013, 1, 75.96 W, 27, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:05:30.013, 2, 76.85 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:05:30.013, 3, 74.96 W, 27, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:05:30.013, 4, 76.45 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:05:30.013, 5, 76.67 W, 28, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:05:30.013, 6, 76.02 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:05:30.013, 7, 76.06 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:05:31.013, 0, 75.90 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:05:31.013, 1, 75.99 W, 27, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:05:31.013, 2, 76.65 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:05:31.013, 3, 74.97 W, 27, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:05:31.013, 4, 76.47 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:05:31.013, 5, 76.74 W, 28, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:05:31.013, 6, 76.04 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
