timestamp, index, power.draw [W], temperature.gpu, clocks.current.sm [MHz], clocks.current.memory [MHz], utilization.gpu [%], utilization.memory [%]
2026/06/11 04:10:28.220, 0, 78.91 W, 38, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:10:28.261, 1, 78.62 W, 32, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:10:28.269, 2, 76.83 W, 36, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:10:28.279, 3, 76.54 W, 32, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:10:28.282, 4, 79.68 W, 37, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:10:28.284, 5, 78.51 W, 32, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:10:28.287, 6, 77.17 W, 37, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:10:28.290, 7, 77.75 W, 31, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:10:29.293, 0, 78.68 W, 38, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:10:29.293, 1, 78.64 W, 32, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:10:29.293, 2, 76.82 W, 36, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:10:29.293, 3, 76.58 W, 32, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:10:29.293, 4, 79.54 W, 37, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:10:29.293, 5, 78.55 W, 32, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:10:29.293, 6, 77.38 W, 37, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:10:29.293, 7, 77.72 W, 31, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:10:30.293, 0, 78.83 W, 38, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:10:30.293, 1, 78.57 W, 32, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:10:30.293, 2, 76.79 W, 36, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:10:30.293, 3, 76.54 W, 32, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:10:30.293, 4, 79.46 W, 37, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:10:30.293, 5, 78.46 W, 32, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:10:30.293, 6, 77.77 W, 37, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:10:30.293, 7, 77.77 W, 31, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:10:31.293, 0, 78.54 W, 38, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:10:31.293, 1, 78.53 W, 32, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 04:10:31.294, 2, 76.72 W, 36, 345 MHz, 3201 MHz, 0 %, 0 %
