timestamp, index, power.draw [W], temperature.gpu, clocks.current.sm [MHz], clocks.current.memory [MHz], utilization.gpu [%], utilization.memory [%]
2026/06/11 03:20:37.315, 0, 76.89 W, 31, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 03:20:37.323, 1, 78.24 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 03:20:37.326, 2, 75.40 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 03:20:37.328, 3, 75.97 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 03:20:37.331, 4, 78.06 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 03:20:37.333, 5, 78.17 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 03:20:37.336, 6, 75.98 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 03:20:37.338, 7, 76.86 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 03:20:38.341, 0, 77.06 W, 31, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 03:20:38.341, 1, 78.24 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 03:20:38.341, 2, 75.45 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 03:20:38.341, 3, 75.92 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 03:20:38.341, 4, 78.00 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 03:20:38.341, 5, 78.20 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 03:20:38.341, 6, 75.95 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 03:20:38.341, 7, 76.85 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 03:20:39.341, 0, 76.85 W, 31, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 03:20:39.341, 1, 78.23 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 03:20:39.341, 2, 75.51 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 03:20:39.341, 3, 75.97 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 03:20:39.341, 4, 78.02 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 03:20:39.341, 5, 78.18 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 03:20:39.341, 6, 75.93 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 03:20:39.341, 7, 76.75 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 03:20:40.341, 0, 76.87 W, 31, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 03:20:40.341, 1, 78.23 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 03:20:40.341, 2, 75.42 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 03:20:40.341, 3, 75.95 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 03:20:40.341, 4, 78.11 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 03:20:40.341, 5, 78.12 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 03:20:40.341, 6, 75.99 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 03:20:40.341, 7, 76.76 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 03:20:41.341, 0, 77.03 W, 31, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 03:20:41.341, 1, 78.17 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 03:20:41.341, 2, 75.48 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 03:20:41.342, 3, 75.94 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 03:20:41.342, 4, 78.09 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 03:20:41.342, 5, 78.12 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 03:20:41.342, 6, 75.90 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 03:20:41.342, 7, 76.82 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 03:20:42.342, 0, 76.87 W, 31, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 03:20:42.342, 1, 78.22 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 03:20:42.342, 2, 75.46 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 03:20:42.342, 3, 75.93 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 03:20:42.342, 4, 78.09 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 03:20:42.342, 5, 78.15 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 03:20:42.342, 6, 75.87 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
