timestamp, index, power.draw [W], temperature.gpu, clocks.current.sm [MHz], clocks.current.memory [MHz], utilization.gpu [%], utilization.memory [%]
2026/06/10 21:34:19.342, 0, 76.85 W, 33, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:34:19.409, 1, 76.08 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:34:19.412, 2, 77.35 W, 33, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:34:19.414, 3, 74.84 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:34:19.417, 4, 76.88 W, 32, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:34:19.420, 5, 77.04 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:34:19.422, 6, 76.56 W, 32, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:34:19.428, 7, 76.44 W, 31, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:34:20.430, 0, 76.89 W, 33, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:34:20.430, 1, 76.07 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:34:20.430, 2, 77.34 W, 33, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:34:20.430, 3, 74.88 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:34:20.430, 4, 76.91 W, 32, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:34:20.430, 5, 77.01 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:34:20.430, 6, 76.55 W, 32, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:34:20.430, 7, 76.40 W, 31, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:34:21.431, 0, 76.77 W, 33, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:34:21.431, 1, 76.01 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:34:21.431, 2, 77.33 W, 33, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:34:21.431, 3, 74.84 W, 28, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:34:21.431, 4, 76.82 W, 32, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:34:21.431, 5, 76.98 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:34:21.431, 6, 76.49 W, 32, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:34:21.431, 7, 76.38 W, 31, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:34:22.431, 0, 76.75 W, 33, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:34:22.431, 1, 76.12 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:34:22.431, 2, 77.32 W, 33, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:34:22.431, 3, 74.86 W, 28, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:34:22.431, 4, 76.86 W, 32, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:34:22.431, 5, 76.91 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:34:22.431, 6, 76.56 W, 32, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:34:22.431, 7, 76.40 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:34:23.431, 0, 76.71 W, 33, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:34:23.431, 1, 75.99 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:34:23.431, 2, 77.30 W, 33, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:34:23.431, 3, 74.83 W, 28, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:34:23.431, 4, 76.83 W, 32, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:34:23.431, 5, 76.99 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:34:23.431, 6, 76.51 W, 32, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:34:23.431, 7, 76.39 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:34:24.431, 0, 76.73 W, 33, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:34:24.431, 1, 76.01 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:34:24.431, 2, 77.22 W, 33, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:34:24.431, 3, 74.79 W, 28, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:34:24.431, 4, 76.81 W, 32, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:34:24.431, 5, 76.96 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:34:24.431, 6, 76.42 W, 32, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:34:24.431, 7, 76.37 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:34:25.431, 0, 76.67 W, 33, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:34:25.431, 1, 76.02 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:34:25.432, 2, 77.21 W, 33, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:34:25.432, 3, 74.78 W, 28, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:34:25.432, 4, 76.78 W, 32, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:34:25.432, 5, 76.89 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:34:25.432, 6, 76.42 W, 32, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:34:25.432, 7, 76.42 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:34:26.432, 0, 76.72 W, 33, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:34:26.432, 1, 75.98 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:34:26.432, 2, 77.20 W, 33, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:34:26.432, 3, 74.81 W, 28, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:34:26.432, 4, 76.78 W, 32, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:34:26.432, 5, 76.97 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:34:26.432, 6, 76.46 W, 32, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:34:26.432, 7, 76.36 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:34:27.432, 0, 76.67 W, 33, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:34:27.432, 1, 76.04 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:34:27.432, 2, 77.19 W, 33, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:34:27.432, 3, 74.83 W, 28, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:34:27.432, 4, 76.72 W, 32, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:34:27.432, 5, 76.93 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:34:27.432, 6, 76.44 W, 32, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:34:27.432, 7, 76.35 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:34:28.432, 0, 76.66 W, 33, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:34:28.432, 1, 76.02 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:34:28.432, 2, 77.24 W, 33, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:34:28.432, 3, 74.82 W, 28, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:34:28.432, 4, 76.75 W, 32, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:34:28.432, 5, 76.90 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:34:28.432, 6, 76.47 W, 32, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:34:28.432, 7, 76.36 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:34:29.433, 0, 76.60 W, 33, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:34:29.433, 1, 75.97 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:34:29.433, 2, 77.19 W, 32, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:34:29.433, 3, 74.77 W, 28, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:34:29.433, 4, 76.71 W, 32, 345 MHz, 3201 MHz, 0 %, 0 %
