timestamp, index, power.draw [W], temperature.gpu, clocks.current.sm [MHz], clocks.current.memory [MHz], utilization.gpu [%], utilization.memory [%]
2026/06/11 05:45:32.570, 0, 76.83 W, 35, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 05:45:32.634, 1, 76.25 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 05:45:32.639, 2, 77.35 W, 35, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 05:45:32.641, 3, 74.99 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 05:45:32.644, 4, 77.60 W, 34, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 05:45:32.647, 5, 77.12 W, 31, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 05:45:32.649, 6, 76.86 W, 34, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 05:45:32.652, 7, 76.64 W, 32, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 05:45:33.654, 0, 76.86 W, 35, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 05:45:33.654, 1, 76.18 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 05:45:33.655, 2, 77.27 W, 35, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 05:45:33.655, 3, 75.02 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 05:45:33.655, 4, 77.61 W, 34, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 05:45:33.655, 5, 77.11 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 05:45:33.655, 6, 76.85 W, 34, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 05:45:33.655, 7, 76.65 W, 32, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 05:45:34.655, 0, 76.81 W, 35, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 05:45:34.655, 1, 76.28 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 05:45:34.655, 2, 77.40 W, 35, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 05:45:34.655, 3, 75.01 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 05:45:34.655, 4, 77.56 W, 34, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 05:45:34.655, 5, 77.18 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 05:45:34.655, 6, 76.82 W, 34, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 05:45:34.655, 7, 76.62 W, 31, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 05:45:35.655, 0, 76.76 W, 35, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 05:45:35.655, 1, 76.30 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 05:45:35.655, 2, 77.33 W, 35, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 05:45:35.655, 3, 75.01 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 05:45:35.655, 4, 77.50 W, 34, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 05:45:35.655, 5, 77.10 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 05:45:35.655, 6, 76.78 W, 34, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 05:45:35.655, 7, 76.68 W, 31, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 05:45:36.655, 0, 76.67 W, 35, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 05:45:36.655, 1, 76.22 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 05:45:36.655, 2, 77.25 W, 34, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 05:45:36.655, 3, 74.96 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 05:45:36.655, 4, 77.53 W, 34, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 05:45:36.655, 5, 77.09 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 05:45:36.655, 6, 76.75 W, 34, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 05:45:36.655, 7, 76.60 W, 31, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 05:45:37.655, 0, 76.67 W, 35, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 05:45:37.655, 1, 76.13 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 05:45:37.655, 2, 77.21 W, 34, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 05:45:37.655, 3, 74.92 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 05:45:37.655, 4, 77.52 W, 34, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 05:45:37.656, 5, 77.08 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 05:45:37.656, 6, 76.74 W, 34, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 05:45:37.656, 7, 76.62 W, 31, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 05:45:38.656, 0, 76.67 W, 35, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 05:45:38.656, 1, 76.14 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 05:45:38.656, 2, 77.25 W, 34, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 05:45:38.656, 3, 74.92 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 05:45:38.656, 4, 77.50 W, 34, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 05:45:38.656, 5, 77.08 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 05:45:38.656, 6, 76.99 W, 34, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 05:45:38.656, 7, 76.56 W, 31, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 05:45:39.656, 0, 76.61 W, 35, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 05:45:39.656, 1, 76.24 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 05:45:39.656, 2, 77.24 W, 34, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 05:45:39.656, 3, 74.97 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 05:45:39.656, 4, 77.46 W, 34, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 05:45:39.656, 5, 77.11 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 05:45:39.656, 6, 77.00 W, 34, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 05:45:39.656, 7, 76.56 W, 31, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 05:45:40.656, 0, 76.63 W, 35, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 05:45:40.656, 1, 76.21 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 05:45:40.656, 2, 77.16 W, 34, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 05:45:40.656, 3, 74.95 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 05:45:40.656, 4, 77.45 W, 34, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 05:45:40.656, 5, 77.06 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 05:45:40.656, 6, 76.99 W, 34, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 05:45:40.656, 7, 76.57 W, 31, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 05:45:41.656, 0, 76.62 W, 34, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 05:45:41.657, 1, 76.13 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 05:45:41.657, 2, 77.08 W, 34, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 05:45:41.657, 3, 74.96 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 05:45:41.657, 4, 77.38 W, 34, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 05:45:41.657, 5, 77.13 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 05:45:41.657, 6, 76.89 W, 34, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 05:45:41.657, 7, 76.54 W, 31, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 05:45:42.657, 0, 76.52 W, 34, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 05:45:42.657, 1, 76.15 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 05:45:42.657, 2, 77.08 W, 34, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 05:45:42.657, 3, 74.94 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 05:45:42.657, 4, 77.39 W, 33, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 05:45:42.657, 5, 77.07 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 05:45:42.657, 6, 76.88 W, 33, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 05:45:42.657, 7, 76.57 W, 31, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 05:45:43.657, 0, 76.52 W, 34, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 05:45:43.657, 1, 76.12 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/11 05:45:43.657, 2, 77.19 W, 34, 345 MHz, 3201 MHz, 0 %, 0 %
