timestamp, index, power.draw [W], temperature.gpu, clocks.current.sm [MHz], clocks.current.memory [MHz], utilization.gpu [%], utilization.memory [%]
2026/06/10 21:01:50.877, 0, 76.00 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:01:50.920, 1, 75.70 W, 28, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:01:50.922, 2, 76.12 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:01:50.925, 3, 74.61 W, 27, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:01:50.928, 4, 76.49 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:01:50.930, 5, 76.57 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:01:50.933, 6, 75.72 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:01:50.935, 7, 75.96 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:01:51.938, 0, 75.97 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:01:51.938, 1, 75.67 W, 28, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:01:51.938, 2, 76.25 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:01:51.938, 3, 74.53 W, 27, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:01:51.938, 4, 76.50 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:01:51.938, 5, 76.55 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:01:51.938, 6, 75.70 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:01:51.938, 7, 75.98 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:01:52.938, 0, 75.90 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:01:52.938, 1, 75.69 W, 28, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:01:52.938, 2, 76.12 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:01:52.938, 3, 74.54 W, 27, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:01:52.938, 4, 76.55 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:01:52.938, 5, 76.54 W, 28, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:01:52.938, 6, 75.71 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:01:52.938, 7, 75.92 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:01:53.938, 0, 75.90 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:01:53.938, 1, 75.70 W, 28, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:01:53.938, 2, 76.14 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:01:53.938, 3, 74.53 W, 27, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:01:53.938, 4, 76.46 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:01:53.938, 5, 76.51 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:01:53.938, 6, 75.75 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:01:53.938, 7, 75.96 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:01:54.939, 0, 75.91 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:01:54.939, 1, 75.70 W, 28, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:01:54.939, 2, 76.28 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:01:54.939, 3, 74.52 W, 27, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:01:54.939, 4, 76.53 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:01:54.939, 5, 76.56 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:01:54.939, 6, 75.74 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:01:54.939, 7, 75.93 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:01:55.939, 0, 75.94 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:01:55.939, 1, 75.70 W, 28, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:01:55.939, 2, 76.10 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:01:55.939, 3, 74.52 W, 27, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:01:55.939, 4, 76.57 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:01:55.939, 5, 76.59 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:01:55.939, 6, 75.71 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:01:55.939, 7, 75.96 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:01:56.939, 0, 75.96 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:01:56.939, 1, 75.66 W, 28, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:01:56.939, 2, 76.19 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:01:56.939, 3, 74.57 W, 27, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:01:56.939, 4, 76.47 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:01:56.939, 5, 76.58 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:01:56.939, 6, 75.71 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:01:56.939, 7, 75.96 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:01:57.939, 0, 75.95 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:01:57.939, 1, 75.69 W, 28, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:01:57.939, 2, 76.24 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:01:57.939, 3, 74.55 W, 27, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:01:57.939, 4, 76.43 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:01:57.939, 5, 76.51 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:01:57.939, 6, 75.71 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:01:57.939, 7, 75.95 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:01:58.940, 0, 75.92 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:01:58.940, 1, 75.66 W, 28, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:01:58.940, 2, 76.05 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:01:58.940, 3, 74.56 W, 27, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:01:58.940, 4, 76.55 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:01:58.940, 5, 76.56 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:01:58.940, 6, 75.74 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:01:58.940, 7, 75.94 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:01:59.940, 0, 75.91 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:01:59.940, 1, 75.72 W, 28, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:01:59.940, 2, 76.24 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:01:59.940, 3, 74.50 W, 27, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:01:59.940, 4, 76.42 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:01:59.940, 5, 76.57 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:01:59.940, 6, 75.75 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:01:59.940, 7, 75.92 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:02:00.940, 0, 75.94 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:02:00.940, 1, 75.71 W, 28, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:02:00.940, 2, 76.29 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:02:00.940, 3, 74.54 W, 27, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:02:00.940, 4, 76.47 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:02:00.940, 5, 76.56 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:02:00.940, 6, 75.72 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:02:00.940, 7, 75.91 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:02:01.940, 0, 75.96 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:02:01.940, 1, 75.76 W, 28, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:02:01.941, 2, 76.06 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:02:01.941, 3, 74.55 W, 27, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:02:01.941, 4, 76.54 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:02:01.941, 5, 76.61 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
