timestamp, index, power.draw [W], temperature.gpu, clocks.current.sm [MHz], clocks.current.memory [MHz], utilization.gpu [%], utilization.memory [%]
2026/06/10 21:58:38.425, 0, 76.54 W, 34, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:58:38.479, 1, 76.08 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:58:38.481, 2, 76.94 W, 33, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:58:38.484, 3, 74.86 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:58:38.486, 4, 76.56 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:58:38.489, 5, 76.57 W, 28, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:58:38.491, 6, 75.80 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:58:38.494, 7, 76.16 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:58:39.497, 0, 76.53 W, 33, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:58:39.497, 1, 76.12 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:58:39.497, 2, 76.90 W, 33, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:58:39.497, 3, 74.85 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:58:39.497, 4, 76.47 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:58:39.497, 5, 76.63 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:58:39.497, 6, 75.80 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:58:39.497, 7, 76.17 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:58:40.497, 0, 76.54 W, 33, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:58:40.497, 1, 76.06 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:58:40.497, 2, 76.90 W, 33, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:58:40.497, 3, 74.87 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:58:40.497, 4, 76.59 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:58:40.497, 5, 76.55 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:58:40.497, 6, 75.82 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
