timestamp, index, power.draw [W], temperature.gpu, clocks.current.sm [MHz], clocks.current.memory [MHz], utilization.gpu [%], utilization.memory [%]
2026/06/10 20:42:54.693, 0, 78.74 W, 42, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 20:42:54.757, 1, 76.83 W, 32, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 20:42:54.760, 2, 76.93 W, 31, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 20:42:54.763, 3, 74.92 W, 27, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 20:42:54.766, 4, 76.43 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 20:42:54.768, 5, 76.50 W, 28, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 20:42:54.771, 6, 75.77 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 20:42:54.773, 7, 76.10 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 20:42:55.776, 0, 78.65 W, 42, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 20:42:55.776, 1, 76.79 W, 32, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 20:42:55.776, 2, 76.97 W, 31, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 20:42:55.776, 3, 74.97 W, 27, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 20:42:55.776, 4, 76.46 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 20:42:55.776, 5, 76.49 W, 28, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 20:42:55.776, 6, 75.76 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 20:42:55.776, 7, 76.08 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 20:42:56.776, 0, 78.44 W, 41, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 20:42:56.776, 1, 76.73 W, 32, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 20:42:56.776, 2, 76.82 W, 31, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 20:42:56.776, 3, 74.96 W, 27, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 20:42:56.776, 4, 76.41 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 20:42:56.776, 5, 76.54 W, 28, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 20:42:56.776, 6, 75.75 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 20:42:56.776, 7, 76.11 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 20:42:57.777, 0, 78.38 W, 41, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 20:42:57.777, 1, 76.64 W, 32, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 20:42:57.777, 2, 76.77 W, 31, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 20:42:57.777, 3, 74.91 W, 27, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 20:42:57.777, 4, 76.41 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 20:42:57.777, 5, 76.51 W, 28, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 20:42:57.777, 6, 75.72 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 20:42:57.777, 7, 76.10 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 20:42:58.777, 0, 78.21 W, 41, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 20:42:58.777, 1, 76.62 W, 32, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 20:42:58.777, 2, 76.95 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 20:42:58.777, 3, 74.94 W, 27, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 20:42:58.777, 4, 76.46 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 20:42:58.777, 5, 76.54 W, 28, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 20:42:58.777, 6, 75.75 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 20:42:58.777, 7, 76.11 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 20:42:59.777, 0, 78.12 W, 41, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 20:42:59.777, 1, 76.59 W, 32, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 20:42:59.777, 2, 76.90 W, 31, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 20:42:59.777, 3, 74.95 W, 27, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 20:42:59.777, 4, 76.39 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 20:42:59.777, 5, 76.49 W, 28, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 20:42:59.777, 6, 75.73 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 20:42:59.777, 7, 76.08 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 20:43:00.777, 0, 78.05 W, 40, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 20:43:00.777, 1, 76.56 W, 32, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 20:43:00.777, 2, 76.74 W, 31, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 20:43:00.777, 3, 75.00 W, 27, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 20:43:00.777, 4, 76.45 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 20:43:00.777, 5, 76.51 W, 28, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 20:43:00.777, 6, 75.77 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 20:43:00.777, 7, 76.06 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 20:43:01.777, 0, 77.99 W, 40, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 20:43:01.778, 1, 76.55 W, 31, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 20:43:01.778, 2, 76.93 W, 31, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 20:43:01.778, 3, 74.99 W, 27, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 20:43:01.778, 4, 76.40 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 20:43:01.778, 5, 76.53 W, 28, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 20:43:01.778, 6, 75.82 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
