timestamp, index, power.draw [W], temperature.gpu, clocks.current.sm [MHz], clocks.current.memory [MHz], utilization.gpu [%], utilization.memory [%]
2026/06/10 21:18:25.427, 0, 77.20 W, 34, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:18:25.490, 1, 76.13 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:18:25.492, 2, 77.33 W, 34, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:18:25.495, 3, 74.92 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:18:25.498, 4, 77.14 W, 33, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:18:25.500, 5, 77.14 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:18:25.503, 6, 76.82 W, 33, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:18:25.505, 7, 76.58 W, 31, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:18:26.508, 0, 77.16 W, 34, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:18:26.508, 1, 76.20 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:18:26.508, 2, 77.32 W, 34, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:18:26.508, 3, 74.90 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:18:26.508, 4, 77.14 W, 33, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:18:26.508, 5, 77.09 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:18:26.508, 6, 76.80 W, 33, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:18:26.508, 7, 76.51 W, 31, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:18:27.508, 0, 77.15 W, 34, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:18:27.508, 1, 76.16 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:18:27.508, 2, 77.28 W, 34, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:18:27.509, 3, 74.91 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:18:27.509, 4, 77.12 W, 33, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:18:27.509, 5, 77.06 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:18:27.509, 6, 76.76 W, 33, 345 MHz, 3201 MHz, 0 %, 0 %
