timestamp, index, power.draw [W], temperature.gpu, clocks.current.sm [MHz], clocks.current.memory [MHz], utilization.gpu [%], utilization.memory [%]
2026/06/10 21:49:21.834, 0, 76.29 W, 33, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:49:21.876, 1, 76.01 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:49:21.879, 2, 76.72 W, 32, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:49:21.884, 3, 74.79 W, 28, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:49:21.887, 4, 77.17 W, 32, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:49:21.889, 5, 76.94 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:49:21.892, 6, 76.44 W, 32, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:49:21.894, 7, 76.47 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:49:22.900, 0, 76.24 W, 33, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:49:22.900, 1, 75.96 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:49:22.900, 2, 76.60 W, 32, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:49:22.900, 3, 74.78 W, 28, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:49:22.900, 4, 77.20 W, 32, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:49:22.900, 5, 76.89 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:49:22.900, 6, 76.39 W, 31, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:49:22.900, 7, 76.47 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:49:23.900, 0, 76.24 W, 32, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:49:23.900, 1, 76.04 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:49:23.900, 2, 76.62 W, 32, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:49:23.900, 3, 74.74 W, 28, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:49:23.900, 4, 77.23 W, 32, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:49:23.900, 5, 76.91 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:49:23.900, 6, 76.34 W, 31, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:49:23.900, 7, 76.46 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:49:24.900, 0, 76.22 W, 32, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:49:24.900, 1, 75.92 W, 28, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:49:24.900, 2, 76.61 W, 32, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:49:24.900, 3, 74.78 W, 28, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:49:24.900, 4, 77.24 W, 32, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:49:24.900, 5, 76.94 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:49:24.900, 6, 76.33 W, 31, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:49:24.900, 7, 76.48 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:49:25.901, 0, 76.24 W, 32, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:49:25.901, 1, 75.93 W, 28, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:49:25.901, 2, 76.66 W, 32, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:49:25.901, 3, 74.76 W, 28, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:49:25.901, 4, 77.13 W, 32, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:49:25.901, 5, 76.81 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:49:25.901, 6, 76.36 W, 31, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:49:25.901, 7, 76.47 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:49:26.901, 0, 76.20 W, 32, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:49:26.901, 1, 75.94 W, 28, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:49:26.901, 2, 76.68 W, 32, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:49:26.901, 3, 74.76 W, 28, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:49:26.901, 4, 77.15 W, 32, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:49:26.901, 5, 76.90 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:49:26.901, 6, 76.33 W, 31, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:49:26.901, 7, 76.50 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:49:27.901, 0, 76.22 W, 32, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:49:27.901, 1, 75.89 W, 28, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:49:27.901, 2, 76.61 W, 32, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:49:27.901, 3, 74.73 W, 28, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:49:27.901, 4, 77.16 W, 32, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:49:27.901, 5, 76.92 W, 29, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:49:27.901, 6, 76.36 W, 31, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:49:27.901, 7, 76.45 W, 30, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:49:28.901, 0, 76.18 W, 32, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:49:28.901, 1, 75.98 W, 28, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:49:28.901, 2, 76.60 W, 32, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:49:28.901, 3, 74.71 W, 28, 345 MHz, 3201 MHz, 0 %, 0 %
2026/06/10 21:49:28.901, 4, 77.14 W, 31, 345 MHz, 3201 MHz, 0 %, 0 %
